battlevoice_chr005_651,"What's wrong? I think you're lacking a bit of bloodlust, young lady!",
battlevoice_chr005_652,"That was a long time ago. As you can see, I'm more of an outlaw now!",
battlevoice_chr008_690,That's Roa's current form...?,
battlevoice_chr010_680,"What an annoying little cranefly. Wait, I get it. You want to be squashed.",
battlevoice_chr010_681,"You look happy. Perfect, all the better when I make you grovel.",
battlevoice_chr010_682,An unpleasant lapdog of the order... I'll get rid of you here and now.,
battlevoice_chr011_790,I hope that's indeed the case.,
battlevoice_chr011_791,(Heehee... We match... since we both wear glasses!),
battlevoice_chr011_792,"Ha-ha-ha. No idea who you might be, but I'll be taking you down, okay?",
battlevoice_chr014_100,"The hooorrifying rabbit hunt starts now, 'kay?",
battlevoice_chr014_101,"You want to be played with, dontcha? C'mon, don't hold back, say it.",
battlevoice_chr014_102,"Okay, Reality done Åô Don't worry, I'll reset you! \sf000",
battlevoice_chr014_103,I wonder what kind of screams this toy'll let out?,
battlevoice_chr014_104,Really? You actually think this is even gonna be a fight?,
battlevoice_chr014_105,"Hey, are you feeling the jitters? Can't get enough?",
battlevoice_chr014_110,Humans are just sooo pathetic! \sf000,
battlevoice_chr014_111,"Not running from me, huh? What a bad boy. \sf000",
battlevoice_chr014_112,What's this? I think I might be able to handle you after all.,
battlevoice_chr014_113,What IS that thing?! Nobody told me about this!,
battlevoice_chr014_114,"And you are...? Please, come back to me in Ciel's body instead.",
battlevoice_chr014_115,"Right, now that you've been found by me, you are, Shiki!",
battlevoice_chr014_125,This is sooo wonderful!,
battlevoice_chr014_126,"Ahhh, I tore them apart \sf000",
battlevoice_chr014_127,"Oh, you're still alive? Sweet!",
battlevoice_chr014_128,I'm at the top of my game!,
battlevoice_chr014_130,"Oh you poor thing, did you finish prematurely?",
battlevoice_chr014_131,"We'll continue this in a dream, 'kay?",
battlevoice_chr014_132,"Wait, wait, giving up already? That's pathetic!",
battlevoice_chr014_133,"Another elegant victory!ÅÙ I am a vampire, after all.Åô",
battlevoice_chr014_134,You little... You sure gave me a hard time given how weak you were.,
battlevoice_chr014_135,"Oh no, what a weakling! Guess I'll take it home to play some more, then!",
battlevoice_chr014_116,Haha... Ahahaha! Yay! Now I'm stronger than you!,
battlevoice_chr014_117,"C'mon, look! Everyone's dead because of you.",
battlevoice_chr014_118,"Hah, isn't that what you want to tell yourself, hypocrite?",
battlevoice_chr014_630,How is it? Is it starting to sink in?,
battlevoice_chr014_631,Hahaha! You look sooo pathetic.,
battlevoice_chr014_632,Get up. Weren't you supposed to be unbeatable?,
battlevoice_chr014_633,What are you scheming...?,
battlevoice_chr014_640,Ahahaha! Serves you right!,
battlevoice_chr014_641,You're not getting up anymore? Really?,
battlevoice_chr014_642,"I won...! I won against her fair and square, I really did it!",
battlevoice_chr014_643,"You're so slow... You're not going soft on me, are you? Ridiculous.",
battlevoice_chr015_100,"Hm? What, you wanna battle? Sure, sure. That's what travel's all about!",
battlevoice_chr015_101,I'm getting a bit excited.,
battlevoice_chr015_102,"Don't go too hard on me, okay?",
battlevoice_chr015_103,"Not gonna hold back, hope that's okay? Also, taking all your stuff.",
battlevoice_chr015_104,"Oh, I'll take you up on that fight!",
battlevoice_chr015_105,Shall we have a little after-meal workout?,
battlevoice_chr015_110,Should the esteemed Princess really be wandering around out here?,
battlevoice_chr015_111,"Feel free to cut loose, I'll bring my max in kind!",
battlevoice_chr015_112,Let's have ourselves a quick match!,
battlevoice_chr015_113,Wild  MENTOR  has  appeared!,
battlevoice_chr015_114,"'Course, seeing is believing, after all.",
battlevoice_chr015_115,Get over here. I'll take you on.,
battlevoice_chr015_116,Weren't you more of a theologian rather than a Dead Apostle?,
battlevoice_chr015_117,"Hey, I know that store! Let's go there when we're done.",
battlevoice_chr015_118,You're Shiki's sister? Really...?,
battlevoice_chr015_119,This girl... Doesn't she look a little like me?,
battlevoice_chr015_120,"(Oh, seems Shiki's told her about me!)",
battlevoice_chr015_121,"I'll have to politely decline. It's not easy coming back, you know?",
battlevoice_chr015_135,"One point for me, I guess!",
battlevoice_chr015_136,"You've got more than that, right?",
battlevoice_chr015_137,Just how I imagined it!,
battlevoice_chr015_138,Neither of us can afford to let our focus slip.,
battlevoice_chr015_140,"Sorry! Seems my kick really got you, huh?",
battlevoice_chr015_141,Focus. We're going again.,
battlevoice_chr015_145,Mmm-hmm! You've still got a ways to go.,
battlevoice_chr015_146,I hope this proved a useful learning experience.,
battlevoice_chr015_147,"Let us meet again, should fate so decree.",
battlevoice_chr015_148,"Whoops, did I knock you out?",
battlevoice_chr015_149,That was a fun time. Wanna go again?,
battlevoice_chr015_150,"We only got to the warmup? Sorry, I don't really hold back.",
battlevoice_chr015_151,"Oops, was that too much? Sorry, you still in there? I could treat you to some K-BBQ!",
battlevoice_chr000_683,Hm? Isn't it against the rules to gear up like that in the middle of town?,
battlevoice_chr000_684,"What am I thinking? Just about the date, of course!",
battlevoice_chr003_675,"Phew. Practical battle experience, huh?",
battlevoice_chr003_676,"(Wait, is she being serious? Or is she just mad at me?)",
battlevoice_chr003_677,I could say the same for you and the dangerous guards you have with you.,
battlevoice_chr005_653,"Wait-wait-wait, is that the real thing?",
battlevoice_chr005_654,Then how about a song? Perhaps you could play me a tarantella?,
battlevoice_chr005_655,"Well, it appears things must be quite fun on your end as well.",
battlevoice_chr008_691,Alrighty! Time to pretend I'm just showing off my skills so I can beat him up!,
battlevoice_chr008_692,"Oh wow, what an honor, ha-ha-ha...! Tch.",
battlevoice_chr010_683,"Maybe. I don't feel like drinking human blood in the slightest, though.",
battlevoice_chr010_684,Heheh. I think I just found my new favorite plaything.,
battlevoice_chr010_685,I remember telling you that I'd show no mercy next we meet.,
battlevoice_chr010_686,It was. It hurt so much you'd almost think my head had come off.,
battlevoice_chr010_687,"You're the leader. You should spill your own blood for once, Bestino",
battlevoice_chr011_793,"Undercover again, Acting Presbyter?",
battlevoice_chr011_794,"Worry not, I'm only fighting you as an Executor right now.",
battlevoice_chr014_119,"You're not getting away that easily, you little shit Åô",
battlevoice_chr014_109,Hah! You're a spiteful little shit to the last!,
battlevoice_chr015_122,You look a bit young for someone using such an ancient weapon.,
battlevoice_chr015_123,"Hmm, I think you're a pretty big deal yourself though?",
battlevoice_chr015_124,Don't you think the world could use one of those anyway?,
battlevoice_chr016_100,Spare the introductions. All I wish to hear are your pleas for mercy.,
battlevoice_chr016_101,Do not try to defend your actions. Now get ready.,
battlevoice_chr016_102,"After you've neutralized the target, bring them in for questioning if they're still alive.",
battlevoice_chr016_103,They're just heavy weaponry. Something the matter?,
battlevoice_chr016_104,"Blaze, Blade, Break... Safety locks, disengaged.",
battlevoice_chr016_105,I'm not here to play. I will simply subdue.,
battlevoice_chr016_106,Commencing purge.,
battlevoice_chr016_107,The unclean shall meet a fitting end.,
battlevoice_chr016_108,The time for judgment has come.,
battlevoice_chr016_109,No... this is the result of your own weakness.,
battlevoice_chr016_110,"So, you've stooped as low as to become a Dead Apostle, Noel?",
battlevoice_chr016_111,The Fifth Magician... I didn't think I would come across you here.,
battlevoice_chr016_112,"Acting Presbyter or not, if you get in my way, I will eliminate you.",
battlevoice_chr016_113,It was on my own initiative. You'll have to employ force to stop me.,
battlevoice_chr016_114,"Of course it is. Your voyage ends here, Michael Roa Valdamjong.",
battlevoice_chr016_120,Is there still life in you?,
battlevoice_chr016_121,You should thank the Lord for that sturdy body of yours.,
battlevoice_chr016_122,Scanning armaments... No malfunctions.,
battlevoice_chr016_123,Did your life perhaps flash before your eyes?,
battlevoice_chr016_125,"The enemy won't wait, now get up.",
battlevoice_chr016_130,Inquisitioning complete.,
battlevoice_chr016_131,I shall bring fitting punishment for your sins.,
battlevoice_chr016_132,"It appears this is where it ends. A shame, really.",
battlevoice_chr016_133,No gear-malfunctions detected. Proceeding to next target.,
battlevoice_chr016_134,Are you prepared to face the consequences?,
battlevoice_chr016_135,How very predictable.,
battlevoice_chr016_136,"It's over, Serpent of Akasha. Your soul has crumbled.",
battlevoice_chr016_700,"Looks like your sanity... is still intact, even if by a small margin.",
battlevoice_chr016_701,You've been consumed by your vampiric urges. How pitiful.,
battlevoice_chr016_702,"Oh I see, you enjoy it when your ""playthings"" kill you.",
battlevoice_chr016_705,Feel free to enjoy your victory.,
battlevoice_chr016_706,I've no choice but to play my trump card...,
battlevoice_chr016_707,Stay calm... stay calm...,
battlevoice_chr016_710,"You're even more ""playful"" than usual.",
battlevoice_chr016_711,"You're like a broken faucet, running wild.",
battlevoice_chr016_712,A dump truck has more elegance than you.,
battlevoice_chr016_715,Even you won't be getting up from that any time soon.,
battlevoice_chr016_716,I would never celebrate my victory... But today I'm gonna eat loads at Messiaen!,
battlevoice_chr016_717,I can't believe it... I did it! Take THAT!,
battlevoice_chr016_718,At the end of the day, you're just a vampire. This is the end.,
battlevoice_chr016_750,Yes. Resist me with everything you've got.,
battlevoice_chr016_751,"Think of me as Arc-- I mean, just another vampire.",
battlevoice_chr016_760,It's fine. I'm not mad at all.,
battlevoice_chr016_761,This was only supposed to be a training exercise...,
battlevoice_chr016_762,"Alright, I'll get a bit serious now.",
battlevoice_chr016_770,Do you require medical assistance?,
battlevoice_chr016_771,You put up a good fight. That sets me at ease.,
battlevoice_chr016_772,"Coming at me with just a single knife... I mean-- Uh, no, nothing!",
battlevoice_chr016_780,"He's out cold... Could this be my chance...? No, no! I have to behave myself! ",
battlevoice_chr016_781,"It's important to eat after a fight. By the way, I have curry waiting at home...",
battlevoice_chr016_782,"Once you really get into it, you're like a different person...",
battlevoice_chr016_783,"Hmm? You're not usually such a pushover, Shiki.",
battlevoice_chr017_100,Think you can just do whatever you like on MY island?,
battlevoice_chr017_101,"No need for repentin', just take a listen to one of my songs instead.",
battlevoice_chr017_102,My ensemble's so short on performers I gotta take the stage myself.,
battlevoice_chr017_103,"If you're looking to convert, now's the chance.",
battlevoice_chr017_104,"I'm real busy. Spill your business, nothin' more.",
battlevoice_chr017_105,"Take it easy, aight? You're fighting a kid for fuck's sake.",
battlevoice_chr017_106,Your mouth's as filthy as your deeds. No savin' ya.,
battlevoice_chr017_107,Weren't you like 100% useless before? The fuck's going on here?,
battlevoice_chr017_108,"Sure, come at me and let me see whatcha got.",
battlevoice_chr017_109,"I'm 'boutta give you a personal reeducation, fatass.",
battlevoice_chr017_110,Don't give me shit for my retro hobbies.,
battlevoice_chr017_111,What's a goddamn Magician goin' around playing superhero for?,
battlevoice_chr017_112,"Not a lick of social savvy in ya, that's how it always is with geniuses...",
battlevoice_chr017_113,I don't recall orderin' you to subdue the whole damn city!?,
battlevoice_chr017_114,"Yeah. My goons are all provin' a bit useless, so I ain't got much choice.",
battlevoice_chr017_115,"Hah, lose to me, and you ain't fit to be in the Burial Agency.",
battlevoice_chr017_116,You did. 'S why I let you come to me instead.,
battlevoice_chr017_117,You've fallen so goddamn easily. Was gettin' dumped that hard on you?,
battlevoice_chr017_118,What happened to you...?,
battlevoice_chr017_119,"What're ya trying to act all angelic for? I can see your shanker plain 'n clear, kid.",
battlevoice_chr017_120,"Hold up, you dumb bimbo. What the hell are you thinking going on a date?!",
battlevoice_chr017_121,This'll be your final night. Any requests?,
battlevoice_chr017_122,"We meet at last, Valdamjong.",
battlevoice_chr017_130,Now that's what I call a good fuckin' win.,
battlevoice_chr017_131,Oh? Still got life left in ya?,
battlevoice_chr017_132,Wake the fuck up! We're goin' next!,
battlevoice_chr017_133,See? Clout ain't nothin' to be messed with.,
battlevoice_chr017_140,"Fuckin' moron, wasting my goddamn time.",
battlevoice_chr017_141,Howddya like my performance? Think of it as a lullaby.,
battlevoice_chr017_142,Goddamn I'm beat. Piano's hard on a brat's body.,
battlevoice_chr017_143,Lord I'm hungry. Maybe there's a bakery 'round here...?,
battlevoice_chr017_144,Ya really fucking drew this one out... Feel like my fingers 'boutta fall off.,
battlevoice_chr017_145,"You ain't ready for real battle. Back to the basics, bitch!",
battlevoice_chr008_693,"Suppression gear?! I-I'm innocent, I swear!",
battlevoice_chr016_791,"Calm yourself. I'm using live ammo, but this is still just practice.",
,, 
